post_url,title,publication_url,publication_name,url_source,source_key,discovery_source,popular_discovery_url,post_cap,scrape_status
https://www.construction-physics.com/p/how-japan-invented-modern-shipbuilding,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/reading-list-051725,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/fixing-naval-ship-acquisition,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/reading-list-05102025,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/how-the-us-built-5000-ships-in-wwii,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/reading-list-050325,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/reading-list-042625,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/robot-dexterity-still-seems-hard,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/reading-list-041925,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/50-things-ive-learned-writing-construction,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/reading-list-04122025,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/understanding-us-power-outages,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/reading-list-0452025,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/reading-list-032925,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/who-wins-nobel-prizes,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/reading-list-032225,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/understanding-solar-energy,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/reading-list-031525,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/reading-list-03082025,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/will-boom-successfully-build-a-supersonic,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/reading-list-030125,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/why-its-so-hard-to-build-a-jet-engine,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/reading-list-022225,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/reading-list-021525,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/how-will-the-trump-tariffs-affect,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/reading-list-02082025,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/inside-the-interconnection-queue,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/reading-list-02012025,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/reading-list-12525,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/why-is-homeowners-insurance-getting,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/reading-list-011825,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/why-skyscrapers-became-glass-boxes,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/reading-list-11125,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/reading-list-01042025,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/morris-chang-and-the-origins-of-tsmc,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/reading-list-122824,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/reading-list-12212024,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/energy-cheat-sheet,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/reading-list-121424,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/what-learning-by-doing-looks-like,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/reading-list-120724,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/reading-list-for-113024,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/how-we-got-the-lithium-ion-battery,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/reading-list-for-112324,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/how-good-are-american-roads,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/reading-list-111624,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/the-influence-of-bell-labs,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/reading-list-for-11924,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/does-all-semiconductor-manufacturing,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/how-china-is-like-the-19th-century,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/will-the-china-cycle-come-for-airbus,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/chinese-commercial-aircraft-reading,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
https://www.construction-physics.com/p/port-automation-reading-list,,https://www.construction-physics.com,www.construction-physics.com,sitemap,construction_physics,handpicked_construction_physics,,200,pending
