publication_url,publication_name,source_key,discovery_source,popular_discovery_url,robots_allowed,engagement_check_passed,scrape_status,post_count,post_cap,notes
https://www.construction-physics.com,www.construction-physics.com,construction_physics,handpicked_construction_physics,,True,True,success,321,200,
https://heathercoxrichardson.substack.com,heathercoxrichardson.substack.com,letters_from_an_american,handpicked_letters_from_an_american,,True,True,success,3433,200,
https://www.experimental-history.com,www.experimental-history.com,experimental_history,handpicked_experimental_history,,True,True,success,132,200,
https://www.oneusefulthing.org,www.oneusefulthing.org,one_useful_thing,handpicked_one_useful_thing,,True,True,success,133,200,
https://www.theintrinsicperspective.com,www.theintrinsicperspective.com,intrinsic_perspective,handpicked_intrinsic_perspective,,True,True,success,252,200,
https://www.ageofinvention.xyz,www.ageofinvention.xyz,age_of_invention,handpicked_age_of_invention,,True,True,success,145,200,
